2329	139
gene	Description	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139
2105	*	0.214619	0.179815	0.087472	0.681484	0.373062	0.633731	0.217718	3.164069	0.295618	0.400011	0.170672	0.304386	0.051973	0.149302	0.161110	1.130132	0.198981	0.411682	3.206176	1.560025	0.274449	2.577388	0.324124	0.610346	0.500543	0.266950	0.525290	0.436317	0.490650	0.521667	0.132325	0.000000	0.688172	0.950726	0.241286	0.235202	0.653868	0.484057	0.269991	0.043885	0.000000	0.291388	3.188972	2.506266	0.378347	0.453161	0.295660	0.120835	2.822814	3.261713	0.764635	0.114889	0.269328	0.202125	0.894743	1.492653	1.120810	0.250265	4.012997	0.070278	0.435588	0.590350	0.142119	0.921072	0.950571	0.999447	0.114671	0.801654	0.150123	0.281393	0.026511	0.045885	0.085334	0.133068	2.709108	0.402390	0.373701	0.146225	0.622669	0.532398	0.102217	0.236261	0.214339	2.533438	0.126457	0.100431	0.480283	0.155884	0.859592	0.234545	0.058499	1.685216	0.891937	0.231815	0.238467	0.065683	0.143386	0.211612	1.372274	0.220596	1.908832	0.088894	0.219533	0.388492	0.933096	0.186668	0.208431	0.087985	0.074240	0.060877	0.189273	1.556841	0.168360	0.284227	0.167311	1.806025	0.427664	0.700150	1.530847	0.305915	0.142056	0.424660	0.455875	1.783799	0.959464	0.206986	0.367278	0.260155	0.021854	0.901157	0.182526	0.151428	0.068828	0.243959	0.209225	0.568204	0.249615	0.170018	0.102360
2106	*	0.526328	0.629590	0.913495	0.644131	1.257851	0.142746	0.179220	0.159059	0.000000	0.094860	0.160160	0.069829	0.000000	0.062047	0.564059	0.427081	0.458904	1.775283	0.616748	0.700711	0.621502	0.578720	0.142149	0.433582	0.759869	0.523814	0.313005	0.079159	0.058311	0.085732	0.147204	0.699569	0.000000	0.606342	0.260247	0.141027	0.353197	0.102331	0.255659	0.098636	0.000000	0.201216	1.909130	0.315380	0.241648	0.234266	0.853224	2.518839	0.266760	1.739277	0.598763	0.091259	0.000000	0.791534	4.792093	0.731795	0.267005	0.115077	0.011940	0.015982	0.052924	0.269605	0.831895	1.657893	0.229215	1.270895	0.118045	0.110154	0.283147	0.237143	0.000000	0.388089	0.158289	0.217192	1.478576	0.245710	0.462918	0.076024	0.423563	0.443880	0.216639	0.301973	0.035925	0.809793	0.340185	0.169883	0.497692	0.081545	0.554398	0.379655	0.000000	1.662381	0.136143	0.142963	0.296873	0.185433	0.049158	0.202743	0.144942	0.179093	2.089873	0.193757	6.522460	0.992092	0.649147	0.215980	0.229395	0.842731	1.780915	0.192602	0.631342	0.742572	0.315786	0.000000	3.669176	0.000000	0.474365	0.438952	1.221399	0.445901	0.478466	0.219922	0.208544	1.031780	1.847005	0.155565	0.509216	0.264583	0.486481	0.785770	0.174768	0.241901	0.224244	0.118354	0.032218	0.343684	0.679515	0.098421	0.319310
2107	*	0.025082	1.389712	0.011496	0.123881	0.235208	0.048170	0.082030	0.051961	0.000000	0.029098	0.104445	0.164340	0.014654	0.077113	0.376514	0.135769	1.367202	0.202128	0.420012	0.133698	0.298653	0.112718	0.237141	0.069382	0.080436	0.714732	0.004296	0.021923	0.025684	0.049891	0.010353	0.781994	0.044124	0.094858	0.043462	0.105292	0.065338	0.087979	0.024370	0.012973	0.000000	0.021394	0.309536	0.050904	0.025939	0.006529	0.066260	4.207954	0.078189	0.418209	0.081868	0.053062	0.035038	0.044580	1.282173	0.009461	0.046168	0.020233	0.000000	0.013882	0.012299	0.004011	0.013313	0.170011	0.064586	0.053637	0.011579	0.003235	0.036999	0.081336	0.000000	0.025245	0.035540	0.452068	7.513361	0.036215	0.063611	0.034388	0.072306	0.172870	0.013366	0.031229	0.026648	0.398554	0.018716	0.030464	0.051909	0.016569	0.116521	0.023670	0.074445	0.328756	0.029197	0.037291	0.042456	1.982435	0.007198	0.028940	0.037770	0.042516	2.133547	0.103166	0.030580	0.339400	0.088291	0.033053	0.034834	0.027718	0.033994	0.055676	0.066343	0.074803	0.076398	4.692150	0.102645	4.903373	0.056063	0.087540	0.242760	0.075414	0.025183	0.548852	0.053642	0.372614	0.103930	0.018482	0.223526	0.036331	0.024222	0.069401	0.053342	0.045886	0.014650	0.036394	0.005290	1.159166	0.029278	0.014422	0.028593
2108	*	0.487590	0.966960	1.038552	0.757219	0.513471	0.250293	0.278411	0.105795	0.000000	0.148470	0.087059	0.390648	0.000000	0.566760	0.712520	0.612460	0.513284	1.582275	2.460237	0.445100	0.686424	0.000000	0.419121	0.751499	0.991743	1.213520	0.237439	0.181585	0.065021	0.238345	0.161484	1.651347	0.098778	0.556364	0.558291	0.457618	0.532078	0.428405	0.240515	0.063067	0.000000	0.615271	3.315438	0.672058	0.347297	0.301292	0.633718	3.633507	0.279703	2.424912	1.252257	0.439960	0.602447	0.487525	4.671743	0.572805	0.697254	0.233203	0.644259	0.138213	0.417174	0.328739	0.763653	0.905602	0.301483	0.593107	0.169682	0.223205	0.754872	0.222452	0.000000	0.461666	0.109510	0.311537	0.529714	0.209086	0.554952	0.182048	0.469023	0.790897	0.401506	0.295892	0.264099	1.065499	0.216471	0.569631	0.387230	0.109376	0.927399	0.297854	0.000000	1.281905	0.203438	0.491184	0.399921	0.001169	0.000000	0.327223	0.260803	0.495525	1.536235	0.347381	5.276004	0.397874	0.644286	0.356412	0.102478	0.766156	1.193846	0.547744	0.052450	0.671045	0.360166	0.000000	2.968522	0.000000	1.280690	0.574538	1.050956	0.509354	0.160778	0.194564	0.403576	0.492941	1.096636	0.160342	1.028926	0.243360	0.466316	0.292177	0.143766	0.183297	0.216042	0.188929	0.000000	0.535618	0.702502	0.119910	0.329944
2109	*	0.314170	1.655016	0.769526	0.396027	0.245343	0.211429	0.742438	0.118475	0.000000	0.143079	0.197469	0.196707	0.000000	0.805714	1.658669	2.582526	0.325765	1.065713	1.355477	0.536042	0.744591	0.000000	0.242268	0.643894	0.701289	0.754861	0.812026	0.248588	0.320222	0.294326	0.315076	0.382541	0.524758	0.339581	0.813578	0.548727	0.579937	0.509022	0.186166	0.133853	0.321092	0.401007	0.438468	0.513448	0.180744	0.209129	0.814893	2.883529	0.153616	2.135446	0.379554	0.290305	0.214600	0.987054	4.877612	1.504361	0.224771	0.120507	0.325752	0.103514	0.571369	0.736307	0.876657	1.136067	0.221316	0.393584	0.109992	0.328512	0.649066	0.145776	0.000000	0.425098	0.083752	0.129172	0.994304	0.295978	0.309514	0.058658	0.490675	1.141517	0.097986	0.341956	0.176870	1.262950	0.033575	0.180211	0.399341	0.424147	0.246308	0.202848	0.155039	1.656006	0.138751	0.488316	0.379211	0.071342	0.000000	0.249554	0.094628	0.544995	0.906099	0.597830	6.273093	0.400419	0.534545	0.144926	0.094930	0.598133	2.144282	0.257836	0.097012	0.297885	0.217720	0.300396	3.258081	0.000000	0.774038	0.228193	0.346490	0.942519	0.253808	0.624895	0.377528	0.470747	0.991966	0.158702	0.542805	0.186977	0.378608	0.000000	0.286401	0.367997	0.114226	0.224327	0.107321	0.056744	0.695138	0.069647	0.327992
2110	*	0.207087	4.638285	0.201864	0.896606	0.743432	0.321200	0.717307	0.777003	3.080080	0.552543	2.288570	0.753680	0.687306	0.677059	1.595923	1.381871	0.303938	1.137402	1.597399	0.595898	0.628116	1.352628	0.267725	0.417795	0.893203	2.188725	0.864338	0.369622	0.515004	0.449671	0.215083	0.704890	0.561760	0.577430	0.272240	0.328911	0.419588	0.264813	0.242300	0.111668	0.408032	0.482375	1.241325	0.445610	0.297578	0.175515	0.446717	1.975541	0.933381	0.836404	0.701562	0.200048	0.317439	0.685545	3.537814	0.406589	0.323592	0.119492	0.370582	0.455181	0.222186	0.288948	0.348486	1.109458	0.648791	1.452628	0.145109	0.227097	0.593983	0.217645	1.541140	0.227159	0.085833	0.120737	0.998275	0.190903	0.265362	0.243111	1.249123	0.865550	0.248724	0.648359	0.209974	2.063753	0.351575	0.504698	0.908221	0.128846	0.511463	0.185032	0.261179	2.488945	0.404445	0.283658	0.367826	0.141083	0.471422	0.165560	0.253541	0.254664	2.000046	0.350507	0.318569	0.670813	0.606353	0.302680	0.176710	0.166948	0.225514	0.145098	0.293873	0.401101	0.237224	3.265177	0.179243	2.001179	0.486664	0.400666	0.564179	0.553500	0.212064	2.303368	0.354176	1.663337	0.478893	0.151857	0.351039	0.373002	0.074849	0.292121	0.208796	0.300767	0.208215	0.152112	0.160020	1.157070	0.416659	0.082997	0.794945
2111	*	0.384749	1.365027	0.205935	0.453255	0.711607	0.544758	0.655974	0.637133	0.578703	0.294377	0.369779	0.256911	2.010758	0.552327	0.546734	1.060946	0.380825	0.557331	2.832693	1.148198	2.039053	1.303115	0.517336	0.575237	1.353958	1.136147	1.184520	0.410834	1.041340	0.606433	0.973011	1.168981	0.751336	1.105746	1.396299	0.279780	0.902107	0.750298	0.331931	0.113407	0.784027	0.622153	2.006203	0.781487	0.226075	0.399542	0.989528	3.672560	1.229741	2.014472	1.019536	0.317999	0.509672	0.589832	2.283435	0.724517	0.365211	0.149345	0.451316	0.214042	0.692810	0.569402	1.008572	1.859860	0.360317	0.503275	0.293778	0.438386	0.736177	0.253545	0.369734	0.582062	0.092500	0.201770	1.014283	0.228762	0.168921	0.227775	0.505962	0.758719	0.209565	0.225997	0.224196	0.898147	0.333520	0.167522	0.641330	0.104431	0.504440	0.665623	0.240613	0.547012	0.274302	2.313256	0.620431	0.349682	0.858061	0.241649	0.365480	0.275036	3.068372	0.372086	0.356383	0.581536	0.784781	0.268879	0.134801	0.259024	0.408776	0.263262	0.447978	0.540224	0.266205	3.473479	0.420775	1.720651	0.818506	0.591641	1.010382	0.654910	0.511956	0.651032	0.362364	3.238134	0.516978	0.265671	0.483275	0.399250	0.100797	0.301195	1.847148	0.353851	0.236477	0.247269	0.212517	0.566610	0.940194	0.087535	0.123562
2112	*	0.033160	3.834660	0.016455	0.087057	0.120179	0.054051	0.141493	0.083993	0.113748	0.067365	0.120191	0.112075	0.086750	0.122604	0.423345	0.108891	1.075793	0.096846	0.312709	0.115073	0.239444	0.326123	0.186685	0.053187	0.152069	0.583519	0.059627	0.045242	0.049921	0.076585	0.105617	0.442918	0.030790	0.038687	0.034974	0.063444	0.083867	0.120515	0.024170	0.014845	0.032914	0.051690	0.141197	0.032427	0.019606	0.032415	0.020351	4.005731	0.015070	0.218973	0.150254	0.034816	0.109445	0.048512	1.028646	0.059504	0.025978	0.016896	0.010746	0.023721	0.045922	0.027337	0.013589	0.224333	0.038189	0.150839	0.017684	0.011900	0.070961	0.061523	0.064443	0.087162	0.036281	0.169299	6.571501	0.034400	0.039774	0.047905	0.146994	0.317500	0.023454	0.028562	0.022070	0.250494	0.033084	0.017315	0.044720	0.010859	0.048506	0.030534	0.052369	0.175926	0.030949	0.034002	0.054792	1.659509	0.058181	0.046372	0.039952	0.066798	2.636281	0.069957	0.043879	0.138656	0.197673	0.026718	0.027458	0.041306	0.041904	0.056252	0.089181	0.076260	0.066886	4.006310	0.087166	5.400261	0.104986	0.077117	0.251193	0.254123	1.220757	0.380805	0.145191	0.282909	0.063418	0.022898	0.117058	0.049922	0.013264	0.039350	0.053968	0.027862	0.016217	0.057322	0.017731	2.043033	0.053145	0.019675	0.026739
2113	*	0.098779	4.454168	0.230692	0.717498	0.578778	0.424107	0.504396	0.625177	3.426402	0.308651	2.225539	0.942858	0.000000	0.781767	1.950416	0.730040	0.220853	1.631319	0.000000	1.134989	0.154917	0.000000	0.063709	0.272892	0.459232	1.233310	0.000000	0.413408	0.000000	0.149767	0.201383	0.209411	0.498291	0.712139	0.170191	0.094169	0.480478	0.000000	0.159512	0.129080	0.000000	0.434023	0.531576	0.000000	0.034982	0.480324	0.497693	0.819021	0.277553	0.905923	0.636447	0.218949	0.000000	0.418629	6.092454	0.000000	0.183452	0.097914	0.179333	0.429368	0.237359	0.000000	0.419440	2.175323	0.633619	1.183186	0.142062	0.033771	2.243423	0.071989	0.767811	0.000000	0.016613	0.041590	0.187422	0.035110	0.072754	0.203518	1.653051	0.424644	0.165773	0.712075	0.201192	2.253874	0.225342	0.371820	0.055502	0.144059	0.876257	0.043773	0.249916	2.794507	0.207904	0.266667	0.170440	0.000000	0.000000	0.169849	0.016593	0.278552	2.582090	0.158988	0.134021	0.514409	0.436424	0.260468	0.043031	0.019495	0.033913	0.308731	0.407569	0.230793	0.360013	0.000000	0.107760	0.000000	0.961872	0.052229	0.692806	0.000000	0.165348	2.455989	0.070414	0.000000	0.323053	0.146437	0.226987	0.471879	0.027157	0.000000	0.009367	0.272045	0.231546	0.000000	0.058242	0.734474	0.225892	0.084026	0.792981
2114	*	0.043645	0.000000	0.033113	0.053554	0.207162	0.103942	0.066906	0.000000	0.000000	0.000000	0.015725	0.134822	8.636518	0.183031	0.172357	1.038859	0.065037	0.183174	0.000000	0.067621	0.198716	0.000000	0.048089	0.119187	0.303895	0.041176	0.095523	0.029165	0.140084	0.069903	0.134315	0.108605	0.375771	1.775872	0.615932	0.122373	0.228070	0.182514	0.106303	0.037252	0.000000	0.079953	0.000000	0.000000	0.028909	0.263419	0.060483	0.216080	0.000000	1.436978	7.127205	0.108597	0.000000	0.684234	0.211478	0.798257	0.052528	0.049713	0.040629	0.109311	0.339764	0.573869	0.045541	0.297638	0.050057	1.467781	0.044490	0.102328	0.200979	0.060063	0.000000	0.106049	0.039492	0.033978	0.168013	0.071264	0.072081	0.021143	0.229121	0.915143	0.051469	0.032334	0.093162	0.102031	0.173963	0.008494	0.107770	0.022825	0.151897	0.020367	0.065986	0.330853	0.040300	0.135387	0.110318	0.050927	0.085292	0.050417	0.036721	0.056255	0.000000	0.203715	0.093699	0.183486	0.334920	0.010518	0.012998	0.025092	0.058176	0.109187	0.012167	0.060436	0.130334	0.102430	0.371582	0.000000	0.123986	0.039713	0.107568	0.154842	0.137796	0.216881	0.104033	0.062000	0.564659	0.239480	0.033686	0.212286	0.021924	0.000000	0.168693	0.199381	0.059417	0.101616	0.034322	0.000000	0.000000	0.082795	0.028182
2115	*	0.254624	0.418195	1.170493	0.288473	0.273980	0.338004	0.166511	0.122344	1.315546	0.234346	0.054236	0.370243	0.744519	0.725782	0.573383	0.596797	0.642062	1.114926	0.980525	1.048840	0.165023	0.244651	0.147264	0.201934	0.816352	0.686046	0.971775	0.333487	1.285761	0.304369	0.455672	0.153642	0.220162	0.560364	0.297331	0.215604	0.839038	0.132468	0.228580	0.122054	0.000000	0.562082	0.246143	1.355314	0.180199	0.289198	0.828673	1.097444	0.363595	1.368664	1.139316	0.180304	0.418142	0.661813	7.149442	0.560780	0.234464	0.105480	0.879534	0.192272	0.279313	0.560747	1.229548	2.166194	0.195792	1.441296	0.116462	0.459864	1.020698	0.223473	0.000000	0.363473	0.110875	0.186860	2.037113	0.855767	0.332569	0.190352	0.690497	1.401046	0.091730	0.415658	0.091626	1.402172	0.623297	0.095950	0.646113	0.114623	0.684429	0.229774	0.392550	0.951125	0.266013	0.278411	0.384603	0.315496	0.491437	0.145006	0.158922	0.366572	2.098163	0.249256	4.440713	0.530896	0.601025	0.347296	0.105859	0.536191	1.192267	0.338824	0.335946	0.318326	0.478934	0.000000	2.507616	0.000000	0.871582	0.292148	1.039584	0.884219	0.426617	1.022275	0.660719	0.405795	0.943662	0.219081	0.327150	0.162844	0.270222	0.194235	0.151124	0.185960	0.326039	0.287494	0.274295	0.587614	0.750582	0.137319	0.211385
2116	*	0.318112	0.491941	0.063768	0.155841	0.615240	0.637513	0.131964	0.000969	0.000000	0.000000	0.158987	0.066771	2.345096	0.294851	0.217367	0.727115	0.430827	0.139039	3.610595	0.253359	2.213188	0.000000	0.351680	0.585334	0.869227	0.000000	0.000000	0.236029	0.000000	0.294120	1.025394	0.209070	0.461033	1.603759	2.850115	0.155520	0.176986	0.041500	0.248507	0.055320	0.000000	0.527657	0.043309	0.300140	0.105472	0.211061	1.044329	2.840471	0.000000	3.911916	1.012796	0.268641	0.000000	0.159941	4.610585	0.974786	0.092698	0.101485	0.000000	0.122119	0.633681	0.653047	2.576679	1.916654	0.244635	0.325360	0.392107	0.030975	0.202911	0.077260	0.000000	0.533546	0.036572	0.058869	0.291639	0.000000	0.055086	0.100547	0.161149	0.803770	0.057938	0.124741	0.079379	0.000000	0.100799	0.163646	0.445746	0.103017	0.294762	0.031720	0.000000	0.080824	0.081774	4.864686	0.145388	0.022137	0.000000	0.062318	0.035064	0.059355	1.039374	0.135981	0.046373	0.310712	0.455682	0.056628	0.051596	0.029554	0.213816	0.005167	0.000000	0.079540	0.169544	0.000000	0.000000	0.047558	0.167992	0.427760	0.332536	0.053641	0.000000	0.178261	0.066554	0.016742	0.179905	0.201239	0.264863	0.177866	0.045218	0.000000	3.468820	0.305324	0.292297	0.077316	0.037554	0.000000	0.884850	0.091196	0.096256
2117	*	0.434716	0.051099	0.108478	0.298436	0.817529	0.790686	0.231529	0.348542	0.271542	0.015299	0.000000	0.056902	0.704779	0.097070	0.451366	0.373249	0.117343	0.310794	1.252658	0.977567	1.976047	0.002500	0.444167	0.723747	0.880914	0.468572	0.726696	0.386677	0.222362	0.193511	0.961518	1.117757	0.772274	0.409088	1.265772	0.110813	0.623399	0.310435	0.158813	0.126836	0.544964	0.367436	0.891318	0.186785	0.159708	0.825203	2.006417	3.021626	0.000000	3.296429	1.610300	0.149471	0.132002	0.488131	2.928506	0.584524	0.279077	0.199608	0.000000	0.195020	1.023372	0.276721	1.756424	6.815192	0.504170	0.267484	0.468409	0.000000	0.426112	0.095702	0.000000	0.474624	0.128011	0.107540	1.525297	0.091969	0.144718	0.112710	0.340244	0.166453	0.205733	0.019317	0.322749	0.637975	1.389995	0.135508	0.300268	0.083248	0.665702	0.331540	0.094416	0.872434	0.093676	3.018704	0.251521	0.186333	0.435694	0.502416	0.048484	0.375193	2.056458	0.123739	0.145565	0.212595	0.392585	0.126065	0.140003	0.174446	0.122847	0.365703	0.225291	0.565299	0.139409	0.000000	0.160651	1.359782	0.265497	0.345188	0.610750	0.051156	0.148992	0.177427	0.135917	1.591731	1.055483	0.236460	0.996121	0.388797	0.107452	0.000000	1.908447	0.138158	0.094490	0.151295	0.115503	0.319265	0.325355	0.123173	0.149888
2118	*	0.180478	0.000000	0.108640	0.407189	0.334935	0.510753	0.149520	4.078847	1.143785	0.613838	0.107412	0.543894	0.000000	0.000000	0.586561	1.690936	0.416841	0.256264	0.703848	1.035513	0.327882	3.165619	0.982784	0.360943	1.057970	0.000000	0.179827	1.055713	0.143112	0.915152	0.510417	1.233816	0.684963	0.224586	0.015458	0.155351	0.537540	0.468111	0.287406	0.005098	0.000000	0.097810	0.412347	2.469552	0.218404	1.209027	0.162560	0.000000	1.945017	2.086046	0.804998	0.153713	0.357196	0.000000	1.268975	1.714404	0.335651	0.105051	4.404352	0.193920	0.062547	0.702370	0.028295	0.817386	0.536778	1.633187	0.059940	0.606160	0.722879	0.490208	0.348935	0.116950	0.067082	0.129457	1.527860	0.489350	0.278996	0.124081	1.393978	2.385111	0.244373	0.029526	0.289056	1.844420	0.677662	0.133900	0.403907	0.074933	0.476449	0.256841	0.195846	0.618663	0.973402	0.132293	0.344520	0.002188	0.288206	0.326060	1.771943	0.326257	0.000000	0.008960	0.106834	0.534195	1.770802	0.235759	0.122454	0.188110	0.197350	0.288171	0.515317	0.696610	0.196801	1.788940	0.198263	3.377119	0.957967	0.379510	2.690792	0.000000	0.227076	0.822618	0.313619	1.635113	0.467699	0.125725	0.055557	0.368506	0.089523	0.000000	0.000000	0.106840	0.247546	0.174636	0.130692	0.192869	0.054689	0.152548	0.179846
2119	*	0.176090	2.478437	0.491693	0.336621	0.263731	0.523937	0.707996	0.200812	0.000000	0.070031	0.047224	0.139064	0.000000	0.464369	0.247909	0.437686	0.517987	0.349080	6.295349	0.716671	3.209853	0.171040	0.132898	0.473514	0.602913	3.454854	0.091371	0.017230	0.000000	0.133239	0.066343	0.157959	0.238136	0.239790	0.914732	0.157614	0.483389	0.183698	0.186557	0.048750	0.000000	0.704684	0.264435	0.033133	0.060715	0.062099	0.202538	2.309902	0.285858	4.240466	2.390202	1.769577	0.107500	0.266290	2.509967	0.482009	1.462972	0.251012	0.000000	0.083319	0.727773	0.212349	0.466062	0.670439	0.076061	0.172536	0.276347	0.000000	0.541700	0.053145	0.000000	0.163745	0.016943	0.022376	0.408446	0.049402	0.081763	0.044047	0.532189	0.914339	0.070520	0.035872	0.041308	0.073899	0.120450	0.084583	0.073789	0.078075	0.303661	0.151051	0.000000	0.297764	0.150401	0.627134	0.049816	0.024070	0.145904	0.045248	0.530057	0.269992	2.296350	0.050227	0.055581	0.207741	0.265612	0.062383	0.076168	0.103180	0.010648	0.081001	0.221424	0.173793	0.072442	0.000000	0.179873	0.000000	0.384405	0.313941	3.005222	0.088263	0.028667	0.223699	0.066668	0.224703	0.098725	0.271707	0.275015	0.203677	0.033957	0.005851	0.466706	0.074715	0.044995	0.018844	0.063775	2.218831	0.570356	0.113739	0.138370
2120	*	0.474446	0.263086	0.073119	0.177362	0.796359	0.731861	0.156745	0.046801	0.000000	0.000000	0.155547	0.062480	1.800004	0.175654	0.218821	0.363416	0.209588	0.212224	4.718703	0.481173	1.429454	0.220535	0.406436	0.731750	0.904037	0.256717	0.278511	0.176534	0.046875	0.250000	0.449078	0.579977	0.302485	1.981674	2.249513	0.101399	0.226617	0.127330	0.243215	0.061881	0.000000	0.264281	0.107843	0.201489	0.058731	0.309044	0.838830	1.335791	0.276245	4.875941	0.708089	0.204944	0.084705	0.288574	5.168146	0.598496	0.131226	0.116461	0.000000	0.120290	0.480623	0.450983	2.570246	1.942287	0.191867	0.342506	0.310250	0.100266	0.464720	0.136354	0.000000	0.312277	0.044162	0.055703	0.336367	0.018900	0.086107	0.084050	0.174334	0.920534	0.084188	0.077585	0.070610	0.146383	0.184583	0.107475	0.286526	0.100671	0.420059	0.009560	0.024253	0.124333	0.070803	4.632714	0.164990	0.056866	0.061233	0.049695	0.098477	0.046514	1.043326	0.103746	0.101418	0.368706	0.099689	0.081859	0.052884	0.053589	0.118061	0.097228	0.095127	0.071271	0.051649	0.598681	0.212371	0.184358	0.255645	0.520719	0.312054	0.157748	0.093577	0.151779	0.066806	0.000000	0.234996	0.269935	0.290107	0.214914	0.053187	0.000000	2.510745	0.211685	0.223733	0.073746	0.063074	0.000000	0.518940	0.090886	0.056650
2121	*	0.027833	2.612022	0.038261	0.074348	0.484689	0.080978	0.106256	0.083863	0.023126	0.022790	0.122656	0.092300	0.094881	0.186579	0.052203	0.206778	2.741430	0.263434	0.275627	0.313410	0.098271	0.793610	0.536276	0.051497	0.282257	0.692830	0.169938	0.088527	0.059295	0.099842	0.002272	0.185536	0.070484	0.171360	0.072023	0.154195	0.110578	0.078322	0.034212	0.024469	0.000000	0.072744	0.176813	0.071019	0.034746	0.025096	0.091395	0.687374	0.061283	0.448110	0.121203	0.109814	0.367758	0.063881	1.480629	0.086087	0.037953	0.033360	0.156606	0.046807	0.040744	0.039933	0.043653	0.082590	0.108869	0.105114	0.021272	0.040307	0.187356	0.107921	0.047070	0.110069	0.044038	0.784768	9.624438	0.112078	0.102865	0.062934	0.173751	1.214417	0.043580	0.033378	0.046653	0.213179	0.044735	0.039445	0.048985	0.042318	0.049109	0.057184	0.077357	0.310593	0.030468	0.034165	0.159949	3.179863	0.142614	0.032134	0.036441	0.066425	0.000000	0.076498	0.045513	0.592919	0.152724	0.092439	0.044607	0.044024	0.039387	0.042281	0.162878	0.061836	0.190544	0.551371	0.068037	1.544837	0.059135	0.075824	0.123437	0.637230	3.111267	0.292407	0.328818	0.373240	0.087664	0.032913	0.078315	0.041506	0.029300	0.054003	0.042189	0.057841	0.024090	0.117609	0.019117	0.625513	0.089032	0.021250	0.033164
